"Plot68"
"Time (sec)","Linear Acceleration6 (meter/sec**2)"
0.33,9.65835385658763
0.332,9.65836622559669
0.334,9.65838527544863
0.336,9.6583977932402
0.338,9.65838398124879
0.34,9.65840790322786
0.342,9.65842354648721
0.344,9.65843243022502
0.346,9.65842215602261
0.348,9.65839549303413
0.35,9.65845540311104
0.352,9.6584020093708
0.354,9.65841276125831
0.356,9.6584070399201
0.358,9.65844539446732
0.36,9.65844863377807
0.362,9.65842772925114
0.364,9.65843337441651
0.366,9.65839596760988
0.368,9.65842366842471
0.37,9.65841673231554
0.372,9.65842371811355
0.374,9.65845059807996
0.376,9.65843123282702
0.378,9.65845613468372
0.38,9.65840588274899
0.382,9.65840250070426
0.384,9.65843841842108
0.386,9.65842226757675
0.388,9.65841222862505
0.39,9.65845048060501
0.392,9.65844688466576
0.394,9.65846016259305
0.396,9.65849500095598
0.398,9.65847248130992
0.4,9.65846582952742
0.402,9.65848323355922
0.404,9.6584972448445
0.406,9.65850677332432
0.408,9.65851531719608
0.41,9.65854135347139
0.412,9.65853977654782
0.414,9.65855938593517
0.416,9.65858975045539
0.418,9.65856806753672
0.42,9.65868178285562
0.422,9.65856724840389
0.424,9.6586054506646
0.426,9.65857607275211
0.428,9.65865119116691
0.43,9.65867724277775
0.432,9.65864543860638
0.434,9.65870774413699
0.436,9.658696912017
0.438,9.65869967421949
0.44,9.65872834376292
0.442,9.65873668585659
0.444,9.65871641858491
0.446,9.65879871405525
0.448,9.65879968278558
0.45,9.65880898023604
0.452,9.65881653986903
0.454,9.65883237798005
0.456,9.65886458086281
0.458,9.65884978294677
0.46,9.65886171677827
0.462,9.65888299200585
0.464,9.65888983679182
0.466,9.65889788828707
0.468,9.65892939212043
0.47,9.65893776004268
0.472,9.65895900911239
0.474,9.65896426592838
0.476,9.65897382059904
0.478,9.6589885613766
0.48,9.65899909688009
0.482,9.65901193798741
0.484,9.6590296174693
0.486,9.65903667721198
0.488,9.65904441270138
0.49,9.6590572376251
0.492,9.65906847272753
0.494,9.65908050122199
0.496,9.65909529310184
0.498,9.65910329334977
0.5,9.65912468642202
0.502,9.65911944174924
0.504,9.65913162138928
0.506,9.65914457973002
0.508,9.65916630707973
0.51,9.65916033409927
0.512,9.65917121005801
0.514,9.65918141395258
0.516,9.65919113233531
0.518,9.65919870867364
0.52,9.65920861989806
0.522,9.65921786201253
0.524,9.65922662350031
0.526,9.65924058443558
0.528,9.65924583523485
0.53,9.65925215440302
0.532,9.6592590063074
0.534,9.65926231356814
0.536,9.65927184622822
0.538,9.65927973911108
0.54,9.65928718571948
0.542,9.65929430091903
0.544,9.65930115505208
0.546,9.65930779161262
0.548,9.65932275113947
0.55,9.6593252748616
0.552,9.65932914220142
0.554,9.6593337635343
0.556,9.65933878428232
0.558,9.6593364882905
0.56,9.65934504826191
0.562,9.65935226942996
0.564,9.65935863248149
0.566,9.65936442830689
0.568,9.65936983333311
0.57,9.65937495495455
0.572,9.65937985891601
0.574,9.65938458585217
0.576,9.65939624888177
0.578,9.6593976109543
0.58,9.65940008263946
0.582,9.6594031809647
0.584,9.65940661560374
0.586,9.65941021241956
0.588,9.65941386729502
0.59,9.65941751836274
0.592,9.65942112918673
0.594,9.65942467868611
0.596,9.6594281550025
0.598,9.65943155183266
0.6,9.65943486621763
0.602,9.65943809718705
0.604,9.659441244968
0.606,9.6594443104805
0.608,9.65944472771304
0.61,9.65944863475835
0.612,9.65945206846014
0.614,9.6594551876236
0.616,9.65945808872956
0.618,9.6594608306465
0.62,9.65946344955729
0.622,9.65946596796189
0.624,9.65946840008475
0.626,9.65947075514939
0.628,9.65947303935617
0.63,9.65947525706354
0.632,9.65947741151061
0.634,9.6594795051848
0.636,9.65948154031125
0.638,9.65948351868978
0.64,9.65948544198366
0.642,9.65948731174119
0.644,9.65948912942831
0.646,9.65949089640518
0.648,9.65949261398908
0.65,9.65949428362546
0.652,9.65949590656845
0.654,9.65949748404376
0.656,9.65949901724893
0.658,9.65950050734997
0.66,9.65950195551209
0.662,9.6595033628325
0.664,9.65950473041988
0.666,9.6595060593316
0.668,9.65950735061715
0.67,9.659508605275
0.672,9.65950982431692
0.674,9.65951100869099
0.676,9.65951215934758
0.678,9.65951327720686
0.68,9.65951436315715
0.682,9.6595154180696
0.684,9.65951644280751
0.686,9.65951743818056
0.688,9.65951840501284
0.69,9.65951934408166
0.692,9.65952025615765
0.694,9.65952114198253
0.696,9.65952200228954
0.698,9.65952283778181
0.7,9.65952364915639
0.702,9.65952443708022
0.704,9.65952520220715
0.706,9.65952594517503
0.708,9.65952666660808
0.71,9.65952736709865
0.712,9.65952804724995
0.714,9.65952870761892
0.716,9.65952934877537
0.718,9.65952997125731
0.72,9.65953057558737
0.722,9.65953116228339
0.724,9.65953173184246
0.726,9.65953228475589
0.728,9.65953282148749
0.73,9.65953334250279
0.732,9.65953384824301
0.734,9.65953433915849
0.736,9.65953481565382
0.738,9.65953527815491
0.74,9.6595357270564
0.742,9.65953616274564
0.744,9.6595365856022
0.746,9.65953699600393
0.748,9.65953739428991
0.75,9.6595377808275
0.752,9.65953815594313
0.754,9.65953851997526
0.756,9.65953887323441
0.758,9.65953921603542
0.76,9.65953954868395
0.762,9.65953987147157
0.764,9.65954018467795
0.766,9.65954048859435
0.768,9.65954078348128
0.77,9.65954106959851
0.772,9.65954134720256
0.774,9.65954161655303
0.776,9.65954187787742
0.778,9.65954213141239
0.78,9.65954237739092
0.782,9.65954261602548
0.784,9.6595428475391
0.786,9.6595430721323
0.788,9.65954329000814
0.79,9.65954350137282
0.792,9.65954370641305
0.794,9.65954390531143
0.796,9.65954409824764
0.798,9.65954428539533
0.8,9.65954446694066
0.802,9.65954464302199
0.804,9.65954481382239
0.806,9.65954497948895
0.808,9.65954514017841
0.81,9.65954529603181
0.812,9.65954544719597
0.814000000000001,9.65954559380555
0.816000000000001,9.65954573600703
0.818000000000001,9.6595458739062
0.820000000000001,9.65954600765738
0.822000000000001,9.65954613736691
0.824000000000001,9.65954626316915
0.826000000000001,9.65954638515994
0.828000000000001,9.65954650346965
0.830000000000001,9.65954661821195
0.832000000000001,9.65954672946807
0.834000000000001,9.65954683736229
0.836000000000001,9.65954694198008
0.838000000000001,9.65954704344503
0.840000000000001,9.65954714182461
0.842000000000001,9.65954723722842
0.844000000000001,9.6595473297331
0.846000000000001,9.65954741942908
0.848000000000001,9.65954750640523
0.850000000000001,9.65954759073431
0.852000000000001,9.65954767250443
0.854000000000001,9.6595477517902
0.856000000000001,9.65954782866396
0.858000000000001,9.65954790319199
0.860000000000001,9.65954797545267
0.862000000000001,9.65954804551157
0.864000000000001,9.65954811343854
0.866000000000001,9.65954817929641
0.868000000000001,9.65954824313809
0.870000000000001,9.65954830505378
0.872000000000001,9.65954836506503
0.874000000000001,9.65954842324379
0.876000000000001,9.65954847964782
0.878000000000001,9.65954853433015
0.880000000000001,9.65954858733278
0.882000000000001,9.65954863871373
0.884000000000001,9.6595486885235
0.886000000000001,9.65954873682116
0.888000000000001,9.65954878363831
0.890000000000001,9.65954882901576
0.892000000000001,9.65954887298614
0.894000000000001,9.65954891563299
0.896000000000001,9.65954895695887
0.898000000000001,9.65954899703667
0.900000000000001,9.65954903586086
0.902000000000001,9.65954907350507
0.904000000000001,9.65954910999109
0.906000000000001,9.65954914534034
0.908000000000001,9.65954917963118
0.910000000000001,9.65954921287016
0.912000000000001,9.65954924505862
0.914000000000001,9.6595492762701
0.916000000000001,9.65954930654835
0.918000000000001,9.65954933585838
0.920000000000001,9.65954936426063
0.922000000000001,9.65954939179944
0.924000000000001,9.65954941846994
0.926000000000001,9.65954944436455
0.928000000000001,9.65954946943643
0.930000000000001,9.65954949373578
0.932000000000001,9.65954951728389
0.934000000000001,9.65954954010974
0.936000000000001,9.65954956222468
0.938000000000001,9.65954958361038
0.940000000000001,9.65954960443233
0.942000000000001,9.6595496245616
0.944000000000001,9.65954964407462
0.946000000000001,9.65954966298071
0.948000000000001,9.65954968127103
0.950000000000001,9.65954969904894
0.952000000000001,9.65954971625685
0.954000000000001,9.65954973292363
0.956000000000001,9.65954974907936
0.958000000000001,9.65954976473619
0.960000000000001,9.65954977990398
0.962000000000001,9.65954979459047
0.964000000000001,9.65954980884675
0.966000000000001,9.65954982264326
0.968000000000001,9.65954983602198
0.970000000000001,9.65954984896724
0.972000000000001,9.65954986153852
0.974000000000001,9.65954987369817
0.976000000000001,9.65954988548767
0.978000000000001,9.65954989690152
0.980000000000001,9.65954990797261
0.982000000000001,9.65954991869901
0.984000000000001,9.65954992908421
0.986000000000001,9.65954993914568
0.988000000000001,9.65954994890544
0.990000000000001,9.65954995834247
0.992000000000001,9.65954996750522
0.994000000000001,9.65954997637954
0.996000000000001,9.65954998496546
0.998000000000001,9.65954999329999
1,9.65955000136085
1.002,9.65955823874562
1.004,9.65954277587369
1.006,9.65950416601999
1.008,9.65957970257185
1.01,9.65955705903472
1.012,9.65956120046562
1.014,9.6595519720501
1.016,9.65954635843229
1.018,9.65955072582422
1.02,9.65954252335773
1.022,9.65955017798318
1.024,9.65954164522101
1.026,9.65955763472232
1.028,9.65956060110695
1.03,9.65953098296039
1.032,9.65955223656588
1.034,9.65954948828457
1.036,9.65956106750706
1.038,9.65955723441781
1.04,9.65955419044065
1.042,9.65955243073198
1.044,9.65955633795246
1.046,9.65953950018379
1.048,9.65954445793305
1.05,180.708557474079
1.052,19.1697403426083
1.054,15.2734064700205
1.056,11.0589620504506
1.056,11.0589620504506
1.058,8.53742014582552
1.06,7.05866490616599
1.062,6.20334686208983
1.064,5.7051724831489
1.066,5.40882887908599
1.068,5.22585489478824
1.07,5.1093786004023
1.072,5.03141813498628
1.074,4.97736813375268
1.076,4.93861219840497
1.078,4.90938441671214
1.08,4.88649341488278
1.082,4.86786908083466
1.084,4.85234129325117
1.086,4.83938305463888
1.088,4.82773734612084
1.09,4.81767523938348
1.092,4.80887078980133
1.094,4.80112960560886
1.096,4.79439423340078
1.098,4.78861000334743
1.1,4.78374602087625
1.102,4.77978023308625
1.104,4.77670078701721
1.106,4.77449114116112
1.108,4.77315530905855
1.11,4.77271815055843
1.112,4.77312965730443
1.114,4.77442040224163
1.116,4.77659019080181
1.118,4.77964596725533
1.12,4.7835756768801
1.122,4.78840807941483
1.124,4.79412761477098
1.126,4.80075903696274
1.128,4.8082907759032
1.13,4.81675772766672
1.132,4.82614512448487
1.134,4.8364336286831
1.136,4.84771741523197
1.138,4.85993525343515
1.14,4.87311692508165
1.142,4.88726806163672
1.144,4.90235799039422
1.146,4.91858130335896
1.148,4.93567478080323
1.15,4.95380358639196
1.152,4.97297334524317
1.154,4.99322342183057
1.156,5.01453323188659
1.158,5.03695639545562
1.16,5.06033404457164
1.162,5.08501163330884
1.164,5.1105735995493
1.166,5.13745511882708
1.168,5.165410014206
1.17,5.19428362575046
1.172,5.22468220020698
1.174,5.25615890217031
1.176,5.28886347741637
1.178,5.32282321762681
1.18,5.35797474763919
1.182,5.39413681136879
1.184,5.43195181667764
1.186,5.47084942848012
1.188,5.51093825829737
1.19,5.55246598431006
1.192,5.59541194591259
1.194,425.460586256605
1.196,7.52798769554489
1.198,12.7561499286732
1.2,12.7718581687884
1.2,12.7718581687884
1.202,12.7875138417315
1.202,12.7875138417315
1.204,12.8031169340982
1.206,12.8186674380977
1.208,12.8341653515252
1.21,12.8496106775768
1.212,12.8650034247596
1.214,12.8803436067114
1.216,12.895631242115
1.218,12.9108663545224
1.22,12.9260489722728
1.222,12.9411791283222
1.224,12.9562568601647
1.226,12.9712822096664
1.228,12.9862552229916
1.23,13.00117595044
1.232,13.0160444463774
1.234,197.189275709327
1.236,124.941757674487
1.238,78.5182428999856
1.24,52.6997120533266
1.242,39.0529765542861
1.244,32.191947699911
1.246,27.8669089296304
1.248,25.0008441408734
1.25,23.2007121682708
1.252,22.1577131008875
1.254,21.5870005786038
1.256,21.2788671679966
1.258,21.1092893753493
1.26,21.0146229489073
1.262,20.963486580968
1.264,20.9393483549539
1.266,20.9320305046645
1.268,20.9348779499117
1.27,20.9438532828446
1.272,20.9565485568539
1.274,20.9715706915518
1.276,20.9881348033554
1.278,21.0058370818849
1.28,21.024378453585
1.282,21.0436534779788
1.284,21.0635343507155
1.286,21.0840081910261
1.288,21.1050019716944
1.29,21.1265353600072
1.292,21.1485763576708
1.294,21.1711222005729
1.296,21.1941698894852
1.298,21.2177190698611
1.3,21.2417931528476
1.302,21.2663262256321
1.304,21.2913785727192
1.306,21.3168522677217
1.308,21.3428275629686
1.31,21.3693753082661
1.312,21.3964017691002
1.314,21.4239198136214
1.316,21.4518642140029
1.318,21.4803237054506
1.32,21.5092282059863
1.322,21.5387026340585
1.324,21.5686398342496
1.326,21.5990372742139
1.328,21.6297402005925
1.33,21.6614135601863
1.332,21.6930610781466
1.334,21.725406405686
1.336,21.75815286183
1.338,21.7912759245932
1.34,21.8250354558998
1.342,21.8592388098008
1.344,21.8937183944457
1.346,21.9290423465491
1.348,21.9645067542512
1.35,22.0002914401296
1.352,22.0367951995348
1.354,22.0742969900027
1.356,22.1115223422773
1.358,22.1493371544104
1.36,22.1874592688501
1.362,22.226131115511
1.364,22.2652361950336
1.366,22.3048867592992
1.368,22.3449513948743
1.37,22.3854169284211
1.372,22.426120083308
1.374,22.4675227637559
1.376,22.5095570100473
1.378,22.5515219729028
1.38,303.938017825635
1.382,171.225996853897
1.384,78.8457657895208
1.386,32.9706465048589
1.388,16.0460471120884
1.39,10.993314338738
1.392,9.37492456352193
1.394,8.97337345048189
1.396,9.14494960414415
1.398,9.43538214760804
1.4,9.63659160719
1.402,9.73871846799137
1.404,9.78696733201138
1.404,9.78696733201138
1.406,9.81350262166663
1.408,9.83111552221991
1.41,9.84335744606389
1.412,9.8515822021965
1.414,9.85706466624084
1.416,9.86099194018015
1.418,9.86417746752336
1.42,9.86702831669965
1.422,9.86977032921582
1.424,9.8724452794375
1.426,9.87504579064281
1.428,9.87760595204146
1.43,9.88016075394667
1.432,9.88267479122741
1.434,9.88520799422064
1.436,9.88770540966739
1.438,9.89013573662328
1.44,9.89259221394025
1.442,9.89501990425298
1.444,9.89742175873705
1.446,9.89977769308189
1.448,9.90210265222603
1.45,9.90441841493459
1.452,9.90667666765442
1.454,9.90890086917552
1.456,9.91109290859463
1.458,9.91324403832738
1.46,9.91538979790696
1.462,9.91745907015017
1.464,9.91951160589105
1.466,9.92150344693527
1.468,9.92346160425837
1.47,9.9253736081095
1.472,9.92726424110875
1.474,9.92911474028861
1.476,9.93092450435639
1.478,9.93269396175608
1.48,9.93442371542488
1.482,9.93611110856956
1.484,9.93776465040084
1.486,9.9393793421861
1.488,9.94095475549497
1.49,9.94249317193437
1.492,9.94399424635177
1.494,9.94547098332395
1.496,9.94689253183033
1.498,9.94828065545115
1.5,9.94963360584424
1.502,9.95095292911918
1.504,9.95223848923625
1.506,9.95349042933653
1.508,9.95470916640138
1.51,9.95589525512991
1.512,9.95704578252746
1.514,9.95816177586713
1.516,9.95925894252475
1.518,9.96032376459968
1.52,9.96136955295102
1.522,9.96237154932245
1.524,9.96331760192558
1.526,9.96427653016856
1.528,9.96519917785978
1.53,9.96608295071789
1.532,9.96696825031047
1.534,9.96780739175213
1.536,9.9686576638107
1.538,9.9694164184769
1.54,9.97017747536016
1.542,9.97092442062144
1.544,9.97164461102425
1.546,9.97235152303123
1.548,9.97303611623395
1.55,9.97370133201371
1.552,9.97433749288222
1.554,9.97495381948219
1.556,9.97556110139356
1.558,9.97615011196582
1.56,9.97671749807702
1.562,9.97725767971939
1.564,9.97779433803358
1.566,9.97830940877541
1.568,9.97879999086178
1.57,9.97928537527647
1.572,9.97976188828507
1.574,9.98022281542906
1.576,9.98065403970207
1.578,9.98108401954861
1.58,9.98149412297132
1.582,9.98189562406841
1.584,9.98230107414457
1.586,9.98266783254398
1.588,9.98305995924108
1.59,9.98339235878648
1.592,9.98371991519637
1.594,9.98403919249075
1.596,9.98435697813742
1.598,9.98461811716391
1.6,9.98495460742169
1.602,9.98526079888264
1.604,9.98548335195879
1.606,9.98576947800247
1.608,9.98614295900863
1.61,9.98636307147737
1.612,9.98658199104207
1.614,9.98675395292904
1.616,9.98700128507167
1.618,9.9872492424553
1.62,9.98746587836795
1.622,9.98767115608272
1.624,9.98787141744968
1.626,9.98806568029059
1.628,9.98824820636074
1.63,9.98843277750904
1.632,9.98861052593711
1.634,9.98878153063408
1.636,9.98894637540879
1.638,9.98910559079236
1.64,9.98925951704952
1.642,9.98946003413902
1.644,9.98957900995739
1.646,9.98970219966565
1.648,9.98982897840521
1.65,9.98995619669599
1.652,9.9900810578753
1.654,9.99020229728414
1.656,9.99031966500449
1.658,9.99043326206461
1.66,9.99054321672947
1.662,9.99065312371674
1.664,9.99075416359789
1.666,9.99085353221738
1.668,9.99094946249942
1.67,9.99104029585436
1.672,9.99113051089363
1.674,9.99116979018624
1.676,9.9912759193994
1.678,9.99137173774206
1.68,9.99145797980103
1.682,9.99153698597647
1.684,9.99161155830215
1.686,9.99168378126545
1.688,9.99175270298409
1.69,9.99181833417175
1.692,9.99188492203401
1.694,9.99194408232726
1.696,9.99200449017058
1.698,9.99206432849065
1.7,9.99211901170477
1.702,9.99217342801717
1.704,9.9922252434372
1.706,9.9922764338123
1.708,9.99232533569235
1.71,9.99237189014058
1.712,9.9924154141798
1.714,9.99246157770342
1.716,9.99250476084572
1.718,9.99255448559744
1.72,9.99259068455597
1.722,9.99262368724971
1.724,9.99266100190712
1.726,9.9926974818589
1.728,9.99273260783253
1.73,9.99276636880766
1.732,9.99280707039388
1.734,9.99283480501242
1.736,9.9928625885896
1.738,9.99289067131853
1.74,9.99291857154166
1.742,9.99294584493886
1.744,9.99297229053422
1.746,9.99299787338095
1.748,9.99302261737614
1.75,9.99304655157292
1.752,9.99306969892599
1.754,9.99309207971857
1.756,9.99311371517382
1.758,9.99313462792419
1.76,9.99315484127803
1.762,9.99317437820123
1.764,9.99319326129384
1.766,9.9932115122619
1.768,9.99322915207269
1.77,9.99324620116074
1.772,9.99326267916116
1.774,9.99327860527224
1.776,9.99329399795148
1.778,9.99330887488145
1.78,9.99332325340974
1.782,9.99333715017614
1.784,9.99335058133808
1.786,9.99336356242878
1.788,9.99337610850581
1.79,9.99338823407027
1.792,9.99339995333066
1.794,9.99341127979903
1.796,9.99342222661003
1.798,9.99343280645675
1.8,9.99344303172407
1.802,9.99345291415587
1.804,9.99346075166764
1.806,9.99347074544182
1.808,9.99348020748667
1.81,9.9934890995134
1.812,9.9934975371441
1.814,9.9935056286164
1.816,9.99351343145472
1.818,9.99352096814085
1.82,9.99352824847045
1.822,9.99353528084259
1.824,9.99354207435781
1.826,9.99354863831796
1.828,9.99355498133556
1.83,9.99356111126504
1.832,9.99356703533897
1.834,9.99357276066955
1.836,9.99357829373736
1.838,9.99358364114914
1.84,9.99358880909913
1.842,9.9935938036647
1.844,9.99359863056164
1.846,9.99360329547521
1.848,9.99360780386189
1.85,9.99361216094137
1.852,9.9936163717162
1.854,9.99362044118405
1.856,9.99362437407591
1.858,9.99362817493991
1.86,9.9936318482199
1.862,9.99363539817897
1.864,9.99363882890407
1.866,9.99364214449745
1.868,9.99364534877282
1.87,9.9936484454627
1.872,9.99365143812034
1.874,9.99365433030461
1.876,9.99365712535714
1.878,9.99365982656153
1.88,9.99366243702579
1.882,9.99366495984792
1.884,9.99366739790867
1.886,9.99366975406849
1.888,9.99367203109554
1.89,9.99367423159815
1.892,9.99367635818936
1.894,9.99367841335351
1.896,9.99368039942529
1.898,9.99368231879697
1.9,9.99368417364352
1.902,9.99368596615623
1.904,9.99368769844905
1.906,9.99368937254889
1.908,9.99369099031855
1.91,9.99369255372853
1.912,9.99369406458681
1.914,9.99369552465148
1.916,9.99369693562283
1.918,9.99369829914273
1.92,9.99369961684424
1.922,9.99370089019859
1.924,9.99370212077526
1.926,9.99370330990538
1.928,9.99370445904469
1.93,9.99370556956758
1.932,9.99370664269346
1.934,9.99370767976029
1.936,9.99370868185872
1.938,9.99370965029203
1.94,9.99371058612768
1.942,9.99371149041178
1.944,9.99369172037317
1.946,9.99370191804095
1.948,9.99370942366403
1.95,9.9937135961578
1.952,9.99713038321537
1.954,10.0232010454157
1.956,10.0622670472495
1.958,10.0867578781503
1.96,10.0984729993521
1.962,10.1038053849143
1.964,10.1065956678758
1.966,10.1083313189215
1.968,10.1095050443933
1.97,10.1102994528906
1.972,10.1107888647142
1.974,10.1111092026322
1.976,10.1113993791877
1.978,10.1116485430785
1.98,10.1118472214295
1.982,10.1120680869734
1.984,10.1122586259029
1.986,10.1125027884609
1.988,10.1126790652594
1.99,10.1128426572322
1.992,10.1131117650404
1.994,10.1132804481205
1.996,10.1135340202732
1.998,10.1137530274442
2,10.1139742731785
2.002,10.1141783126275
2.004,10.114427061404
2.006,10.1146723253458
2.008,10.1149166353873
2.01,10.1151556817754
2.012,10.1153627474359
2.014,10.1156744393533
2.016,10.1159081240351
2.018,10.1161415676586
2.02,10.116413276334
2.022,10.1166777725121
2.024,10.1168269024216
2.026,10.1029884638995
2.028,10.0620644376543
2.03,10.0248007823027
2.032,10.0061402603018
2.034,9.99773023395901
2.036,9.99385628327183
2.038,9.99189303198487
2.04,9.99033884870439
2.042,9.98956575567093
2.044,9.98898953610758
2.046,9.98857737621065
2.048,9.98836234155484
2.05,9.98820057443553
2.052,9.98820566552219
2.054,9.98798097129621
2.056,9.98794690379521
2.05799999999999,9.98782915584539
2.05999999999999,9.98771277969217
2.06199999999999,9.98753750603994
2.06399999999999,9.98743491219568
2.06599999999999,9.98735333987629
2.06799999999999,9.9872260628115
2.06999999999999,9.9871069696598
2.07199999999999,9.98700102699945
2.07399999999999,9.98686949273948
2.07599999999999,9.98668796270612
2.07799999999999,9.98661148385764
2.07999999999999,9.98646653839808
2.08199999999999,9.98632678533452
2.08399999999999,9.98621320712713
2.08599999999999,9.98607122210456
2.08799999999999,9.98591196408028
2.08999999999999,9.98576026445602
2.09199999999999,9.98561429185044
2.09399999999999,9.9854656682449
2.09599999999999,9.98536645312623
2.09799999999999,9.98514675145682
2.09999999999999,9.98507615539146
2.10199999999999,9.9848296631163
2.10399999999999,9.98469352666435
2.10599999999999,9.98456328709176
2.10799999999999,9.98435533300863
2.10999999999999,9.98423376220053
2.11199999999999,9.98402091440212
2.11399999999999,9.98402939257265
2.11599999999999,9.98370021899345
2.11799999999999,9.9835537225421
2.11999999999999,9.98350803306652
2.12199999999999,9.98320103613798
2.12399999999999,9.98304577273898
2.12599999999999,9.982893435671
2.12799999999999,9.98273489841507
2.12999999999999,9.98254518478117
2.13199999999999,9.98238174743935
2.13399999999999,9.98221023604797
2.13599999999999,9.98207000750035
2.13799999999999,9.98190442746832
2.13999999999999,9.98165140153244
2.14199999999999,9.98147935585943
2.14399999999999,9.98129905234568
2.14599999999999,9.98114229885656
2.14799999999999,9.9809716984782
2.14999999999998,9.98076948868281
2.15199999999998,9.98057101354254
2.15399999999998,9.9803972559893
2.15599999999998,9.98022447700372
2.15799999999998,9.98004514199684
2.15999999999998,9.97983766326695
2.16199999999998,9.97965322646936
2.16399999999998,9.97946849573987
2.16599999999998,9.97926865317835
2.16799999999998,9.97909472609313
2.16999999999998,9.97892207005505
2.17199999999998,9.97872407323164
2.17399999999998,9.97852749798371
2.17599999999998,9.97834897860222
2.17799999999998,9.97814996673952
2.17999999999998,9.97796370903771
2.18199999999998,9.97773357239569
2.18399999999998,9.9775419340177
2.18599999999998,9.97736154728618
2.18799999999998,9.97718933607133
2.18999999999998,9.97697290686308
2.19199999999998,9.97676499826554
2.19399999999998,9.9765723595055
2.19599999999998,9.97638813065075
2.19799999999998,9.97621854411157
2.19999999999998,9.97599772149146
2.20199999999998,9.97574901017961
2.20399999999998,9.97556568085254
2.20599999999998,9.97537239138254
2.20799999999998,9.97518195115882
2.20999999999998,9.97497803281981
2.21199999999998,9.97480305718392
2.21399999999998,9.97461385090555
2.21599999999998,9.97439956521137
2.21799999999998,9.97417186736947
2.21999999999998,9.97394685046335
2.22199999999998,9.97368080709466
2.22399999999998,9.97357190170059
2.22599999999998,9.97331930113378
2.22799999999998,9.97319595017402
2.22999999999998,9.97296254079946
2.23199999999998,9.97273694724273
2.23399999999998,9.97259889798282
2.23599999999998,9.97236685141566
2.23799999999998,9.97213030884254
2.23999999999997,9.97183429380627
2.24199999999997,9.97175165103112
2.24399999999997,9.97144015105795
2.24599999999997,9.9713212116739
2.24799999999997,9.97112167271679
2.24999999999997,9.97089912756099
2.25199999999997,9.97070257393467
2.25399999999997,9.9704347802443
2.25599999999997,9.97026263309076
2.25799999999997,9.97007067963451
2.25999999999997,9.96977972264964
2.26199999999997,9.96965361789679
2.26399999999997,9.96943892999963
2.26599999999997,9.9692122966694
2.26799999999997,9.9690333619198
