"Plot66"
"Time (sec)","Acceleration27 (meter/sec**2)"
0.33,6.82966843560852
0.332,6.82965531563312
0.334,6.82964294300344
0.336,6.82963137473422
0.338,6.82962065920108
0.34,6.82961083647354
0.342,6.82960193817426
0.344,6.82959398832032
0.346,6.82958700359472
0.348,6.82958099381379
0.35,6.82957596269361
0.352,6.82957190741258
0.354,6.82956882041332
0.356,6.82956668882874
0.358,6.82956549545189
0.36,6.82956521908181
0.362,6.82956583510744
0.364,6.82956731582358
0.366,6.82956963091564
0.368,6.82957274778915
0.37,6.82957663210947
0.372,6.82958124804383
0.374,6.82958655856628
0.376,6.82959252580463
0.378,6.82959911175165
0.38,6.8296062770828
0.382,6.82961398391243
0.384,6.82962219360329
0.386,6.82963086768246
0.388,6.82963996911232
0.39,6.82964946075541
0.392,6.82965930673038
0.394,6.82966947202245
0.396,6.8296799228826
0.398,6.82969062549296
0.4,6.8297015492288
0.402,6.82971266337185
0.404,6.82972393868096
0.406,6.82973534734457
0.408,6.82974686287804
0.41,6.82975846009004
0.412,6.82977011522291
0.414,6.82978180574616
0.416,6.8297935106372
0.418,6.829805209645
0.42,6.82981688583778
0.422,6.82982851747114
0.424,6.82984009354245
0.426,6.82985159698319
0.428,6.82986301330631
0.43,6.82987433080665
0.432,6.82988553743752
0.434,6.82989662249608
0.436,6.82990757633128
0.438,6.82991839042471
0.44,6.82992905660732
0.442,6.8299395679946
0.444,6.82994991888014
0.446,6.82996010192002
0.448,6.82997011450109
0.45,6.82997995156785
0.452,6.82998960990919
0.454,6.82999908651789
0.456,6.83000837919617
0.458,6.83001748573831
0.46,6.83002640538272
0.462,6.83003513694999
0.464,6.83004368005883
0.466,6.83005203467884
0.468,6.8300602008526
0.47,6.8300681795444
0.472,6.83007597138635
0.474,6.83008357776179
0.476,6.8300910000864
0.478,6.83009823998975
0.48,6.83010529935649
0.482,6.83011218024039
0.484,6.83011888486444
0.486,6.83012541562568
0.488,6.83013177504695
0.49,6.8301379657368
0.492,6.83014399042132
0.494,6.8301498519142
0.496,6.83015555309732
0.498,6.8301610969509
0.5,6.83016648648371
0.502,6.83017172467054
0.504,6.83017681471131
0.506,6.83018175962201
0.508,6.83018656254194
0.51,6.83019122650629
0.512,6.83019575480953
0.514,6.83020015046191
0.516,6.83020441657479
0.518,6.83020855624839
0.52,6.83021257253527
0.522,6.83021646848188
0.524,6.83022024710198
0.526,6.83022391135825
0.528,6.83022746421612
0.53,6.83023090858223
0.532,6.8302342473087
0.534,6.83023748322231
0.536,6.83024061906782
0.538,6.83024365757658
0.54,6.83024660142815
0.542,6.83024945325099
0.544,6.83025221562212
0.546,6.83025489106681
0.548,6.8302574820527
0.55,6.83025999099125
0.552,6.83026242028563
0.554,6.83026477224009
0.556,6.83026704911223
0.558,6.830269253116
0.56,6.83027138641618
0.562,6.8302734510893
0.564,6.83027544920102
0.566,6.83027738276052
0.568,6.83027925372372
0.57,6.83028106399489
0.572,6.83028281542839
0.574,6.83028450982924
0.576,6.83028614894555
0.578,6.83028773448889
0.58,6.8302892681452
0.582,6.83029075152236
0.584,6.83029218618849
0.586,6.83029357367036
0.588,6.83029491545214
0.59,6.83029621297761
0.592,6.83029746764918
0.594,6.83029868082804
0.596,6.83029985383653
0.598,6.8303009879581
0.6,6.83030208443835
0.602,6.8303031444859
0.604,6.83030416927336
0.606,6.83030515993808
0.608,6.83030611758032
0.61,6.83030704328365
0.612,6.83030793806837
0.614,6.83030880294239
0.616,6.83030963888304
0.618,6.83031044683551
0.62,6.83031122771459
0.622,6.83031198240805
0.624,6.8303127117747
0.626,6.83031341664672
0.628,6.83031409783017
0.63,6.83031475610547
0.632,6.83031539222923
0.634,6.83031600693274
0.636,6.83031660092491
0.638,6.83031717489215
0.64,6.83031772949798
0.642,6.83031826538592
0.644,6.83031878317805
0.646,6.83031928347653
0.648,6.83031976686484
0.65,6.83032023390477
0.652,6.8303206851441
0.654,6.83032112111003
0.656,6.83032154231315
0.658,6.83032194924771
0.66,6.83032234239151
0.662,6.83032272220688
0.664,6.8303230891411
0.666,6.83032344362593
0.668,6.83032378608068
0.67,6.83032411690907
0.672,6.83032443650201
0.674,6.83032474523901
0.676,6.83032504348439
0.678,6.83032533159221
0.68,6.83032560990437
0.682,6.83032587875139
0.684,6.83032613845279
0.686,6.83032638931755
0.688,6.83032663164416
0.69,6.83032686572144
0.692,6.8303270918287
0.694,6.83032731023471
0.696,6.83032752120108
0.698,6.83032772497986
0.7,6.83032792181372
0.702,6.83032811193875
0.704,6.83032829558266
0.706,6.83032847296461
0.708,6.83032864429771
0.71,6.83032880978683
0.712,6.8303289696306
0.714,6.83032912402086
0.716,6.83032927314275
0.718,6.83032941717536
0.72,6.83032955629162
0.722,6.83032969065904
0.724,6.83032982043886
0.726,6.8303299457872
0.728,6.83033006685491
0.73,6.83033018378775
0.732,6.83033029672631
0.734,6.83033040580692
0.736,6.83033051116063
0.738,6.83033061291468
0.74,6.83033071119161
0.742,6.83033080610997
0.744,6.83033089778424
0.746,6.83033098632838
0.748,6.83033107183922
0.75,6.83033115443004
0.752,6.83033123419711
0.754,6.83033131123674
0.756,6.83033138564216
0.758,6.83033145750316
0.76,6.83033152690666
0.762,6.83033159393647
0.764,6.83033165867371
0.766,6.83033172119653
0.768,6.83033178158065
0.77,6.83033183989913
0.772,6.83033189621919
0.774,6.83033195061878
0.776,6.83033200315423
0.778,6.83033205389209
0.78,6.83033210289318
0.782,6.83033215021788
0.784,6.83033219592315
0.786,6.83033224006428
0.788,6.8303322826947
0.79,6.83033232386611
0.792,6.83033236362842
0.794,6.83033240202969
0.796,6.83033243911656
0.798,6.83033247493394
0.8,6.83033250952531
0.802,6.83033254293239
0.804,6.83033257519596
0.806,6.83033260635495
0.808,6.8303326364473
0.81,6.8303326655093
0.812,6.83033269357633
0.814000000000001,6.83033272068236
0.816000000000001,6.83033274686038
0.818000000000001,6.83033277214207
0.820000000000001,6.83033279655791
0.822000000000001,6.83033282013803
0.824000000000001,6.83033284291057
0.826000000000001,6.83033286490331
0.828000000000001,6.83033288614288
0.830000000000001,6.83033290665531
0.832000000000001,6.83033292646515
0.834000000000001,6.83033294559669
0.836000000000001,6.83033296407301
0.838000000000001,6.83033298191653
0.840000000000001,6.83033299914899
0.842000000000001,6.83033301579133
0.844000000000001,6.83033303186366
0.846000000000001,6.83033304738555
0.848000000000001,6.83033306237582
0.850000000000001,6.83033307685265
0.852000000000001,6.83033309083368
0.854000000000001,6.83033310433589
0.856000000000001,6.83033311737573
0.858000000000001,6.83033312996869
0.860000000000001,6.83033314213044
0.862000000000001,6.83033315387561
0.864000000000001,6.83033316521852
0.866000000000001,6.83033317617285
0.868000000000001,6.83033318675198
0.870000000000001,6.83033319696875
0.872000000000001,6.83033320683557
0.874000000000001,6.83033321636442
0.876000000000001,6.83033322556687
0.878000000000001,6.83033323445409
0.880000000000001,6.83033324303687
0.882000000000001,6.8303332513256
0.884000000000001,6.83033325933002
0.886000000000001,6.83033326706111
0.888000000000001,6.83033327452694
0.890000000000001,6.83033328173697
0.892000000000001,6.83033328870007
0.894000000000001,6.83033329542467
0.896000000000001,6.8303333019189
0.898000000000001,6.83033330819056
0.900000000000001,6.8303333142474
0.902000000000001,6.83033332009679
0.904000000000001,6.83033332574577
0.906000000000001,6.83033333120132
0.908000000000001,6.83033333646998
0.910000000000001,6.83033334155818
0.912000000000001,6.83033334647178
0.914000000000001,6.83033335121722
0.916000000000001,6.83033335580024
0.918000000000001,6.83033336022606
0.920000000000001,6.83033336450025
0.922000000000001,6.83033336862808
0.924000000000001,6.83033337261464
0.926000000000001,6.83033337646436
0.928000000000001,6.83033338018233
0.930000000000001,6.83033338377293
0.932000000000001,6.83033338724048
0.934000000000001,6.83033339058925
0.936000000000001,6.83033339382331
0.938000000000001,6.83033339694686
0.940000000000001,6.83033339996288
0.942000000000001,6.83033340287579
0.944000000000001,6.83033340568893
0.946000000000001,6.83033340840566
0.948000000000001,6.83033341102946
0.950000000000001,6.83033341356316
0.952000000000001,6.83033341601013
0.954000000000001,6.8303334183733
0.956000000000001,6.83033342065549
0.958000000000001,6.83033342285949
0.960000000000001,6.83033342498798
0.962000000000001,6.83033342704362
0.964000000000001,6.8303334290287
0.966000000000001,6.83033343094586
0.968000000000001,6.83033343279731
0.970000000000001,6.8303334345854
0.972000000000001,6.83033343631217
0.974000000000001,6.83033343797974
0.976000000000001,6.83033343959021
0.978000000000001,6.83033344114554
0.980000000000001,6.83033344264753
0.982000000000001,6.83033344409808
0.984000000000001,6.83033344549896
0.986000000000001,6.83033344685187
0.988000000000001,6.83033344815834
0.990000000000001,6.83033344942015
0.992000000000001,6.83033345063865
0.994000000000001,6.83033345181542
0.996000000000001,6.83033345295195
0.998000000000001,6.8303334540494
1,6.83033345510933
1.002,6.83033345613882
1.004,6.83033345712272
1.006,6.83033345937821
1.008,6.83033345867045
1.01,6.83033345954765
1.012,6.83033346049811
1.014,6.83033346137428
1.016,6.83033346226059
1.018,6.83033346307471
1.02,6.83033346391099
1.022,6.83033346461053
1.024,6.83033346542046
1.026,6.8303334659552
1.028,6.83033346675779
1.03,6.83033346741746
1.032,6.83033346780031
1.034,6.83033346842367
1.036,6.83033346893981
1.038,6.83033346948599
1.04,6.83033347002767
1.042,6.83033347055726
1.044,6.8303334710839
1.046,6.8303334715762
1.048,6.8303334720696
1.05,71.8474603908081
1.052,6.80195267908999
1.054,6.99417066820222
1.056,7.25748913568976
1.056,7.25748913568976
1.058,7.48105000829166
1.06,7.6431095123352
1.062,7.75297508591823
1.064,7.82505110145846
1.066,7.87131633687572
1.068,7.90069778769359
1.07,7.91895932908228
1.072,7.93026587578
1.074,7.93707229361575
1.076,7.94097355518806
1.078,7.94310272206797
1.08,7.94411603425196
1.082,7.94444539789924
1.084,7.94433409926132
1.086,7.94392863315214
1.088,7.94344336900857
1.09,7.94284787618669
1.092,7.94220745718548
1.094,7.94156001920487
1.096,7.94091721601073
1.098,7.94028949820409
1.1,7.9396825965633
1.102,7.93910036994835
1.104,7.93854481198318
1.106,7.93801812109244
1.108,7.93751962268674
1.11,7.93704622035187
1.112,7.93660468279771
1.114,7.93619036363183
1.116,7.93580351100139
1.118,7.93544435182461
1.12,7.93511049816676
1.122,7.93480449851474
1.124,7.93452712121555
1.126,7.93426997367199
1.128,7.9340416142852
1.13,7.93383100523069
1.132,7.93364717265555
1.134,7.93349575395704
1.136,7.93335217417445
1.138,7.93323650367361
1.14,7.93314088670929
1.142,7.93306919849154
1.144,7.93303014130422
1.146,7.93297599856948
1.148,7.93297568836895
1.15,7.93299154110176
1.152,7.93302401647223
1.154,7.93306575031333
1.156,7.93312856686734
1.158,7.93319013745853
1.16,7.93330492619525
1.162,7.93338791316502
1.164,7.93353965837681
1.166,7.93366168389296
1.168,7.93381456495714
1.17,7.93402807807925
1.172,7.93419265516873
1.174,7.93438455648513
1.176,7.93458110508355
1.178,7.9347830364775
1.18,7.9349961042338
1.182,7.93528256346604
1.184,7.93548343463722
1.186,7.93573946644171
1.188,7.93602921487944
1.19,7.9362930306653
1.192,7.93653816086114
1.194,88.3252836228728
1.196,7.76421622656923
1.198,9.80665000000012
1.2,9.80665000000001
1.2,9.80665000000001
1.202,9.80665000000001
1.202,9.80665000000001
1.204,9.80665000000001
1.206,9.80665000000001
1.208,9.80665000000001
1.21,9.80665000000001
1.212,9.80665000000001
1.214,9.80665000000002
1.216,9.80665000000001
1.218,9.80665000000001
1.22,9.80665000000002
1.222,9.80665000000002
1.224,9.80665000000001
1.226,9.80665000000002
1.228,9.80665000000002
1.23,9.80665000000002
1.232,9.80665000000001
1.234,57.8856949545723
1.236,32.8160856849868
1.238,17.4551679516786
1.24,10.0102211697255
1.242,7.46958644000588
1.244,7.06597795882211
1.246,7.20250080907391
1.248,7.45456907683297
1.25,7.67307159860821
1.252,7.81976979771524
1.254,7.90666882083332
1.256,7.95624595857596
1.258,7.98509552498659
1.26,8.00246692747671
1.262,8.01309426548731
1.264,8.01953637221143
1.266,8.023392104747
1.268,8.0257140193967
1.27,8.02714702024792
1.272,8.02807873220356
1.274,8.02873099377082
1.276,8.02922792261718
1.278,8.02963599277414
1.28,8.02999965209158
1.282,8.0303387095554
1.284,8.03067041046636
1.286,8.03100082465819
1.288,8.03133615742841
1.29,8.03167859451161
1.292,8.03202988759416
1.294,8.0323908420844
1.296,8.03277122960952
1.298,8.0331549559541
1.3,8.03352784771348
1.302,8.03392874690472
1.304,8.03432991954958
1.306,8.03476667908586
1.308,8.0352060268402
1.31,8.03564682878135
1.312,8.03608698023095
1.314,8.0365392136713
1.316,8.03701460064605
1.318,8.03749109807606
1.32,8.03798546591985
1.322,8.03847061295211
1.324,8.03896716733265
1.326,8.03948037155732
1.328,8.04002199763725
1.33,8.0404858048176
1.332,8.04104950301483
1.334,8.04157295051225
1.336,8.04212214180455
1.338,8.04269236490982
1.34,8.04323708869714
1.342,8.04379268275993
1.344,8.04438422056822
1.346,8.04491338625289
1.348,8.04550243774855
1.35,8.04612011944782
1.352,8.04669598296635
1.354,8.04717839737892
1.356,8.04778615886988
1.358,8.04837006019669
1.36,8.04898279808007
1.362,8.04957781631349
1.364,8.05017521194564
1.366,8.05075460584697
1.368,8.05133708423131
1.37,8.05192396010444
1.372,8.05254099397075
1.374,8.05311342501066
1.376,8.05364803580431
1.378,8.0542596204628
1.38,67.3430744542403
1.382,44.0823284799377
1.384,25.8978628364105
1.386,15.2003849670006
1.388,10.2721790782591
1.39,8.37802089772785
1.392,7.6500435197801
1.394,7.32898832284975
1.396,7.17670063016539
1.398,7.10822249140956
1.4,7.08065618521152
1.402,7.07066359091618
1.404,7.06729603228723
1.404,7.06729603228723
1.406,7.06621794857672
1.408,7.06590449971024
1.41,7.06584474835314
1.412,7.06586461379981
1.414,7.06590283765887
1.416,7.06593897166359
1.418,7.06596807338787
1.42,7.06599057849106
1.422,7.06600822668451
1.424,7.06602260109927
1.426,7.06603484605864
1.428,7.06604574831786
1.43,7.0660558348512
1.432,7.06606543034031
1.434,7.06607477615287
1.436,7.06608399029765
1.438,7.06609314302368
1.44,7.06610231574989
1.442,7.06611151672786
1.444,7.06612075960459
1.446,7.06613003974201
1.448,7.06613935829477
1.45,7.06614871707279
1.452,7.06615809261365
1.454,7.06616748286101
1.456,7.06617687803239
1.458,7.066186265714
1.46,7.06619565083152
1.462,7.06620499381075
1.464,7.06621430704529
1.466,7.06622356753435
1.468,7.06623277438108
1.47,7.06624191550329
1.472,7.06625099054383
1.474,7.06625998715438
1.476,7.06626889778114
1.478,7.06627771512407
1.48,7.06628643278938
1.482,7.0662950443528
1.484,7.06630354676301
1.486,7.06631193420239
1.488,7.06632020215654
1.49,7.06632834694995
1.492,7.06633636484201
1.494,7.06634425558028
1.496,7.06635201003433
1.498,7.06635962948332
1.5,7.06636711136741
1.502,7.06637445475175
1.504,7.06638165844318
1.506,7.06638872130893
1.508,7.06639564243033
1.51,7.06640242124372
1.512,7.06640905692264
1.514,7.06641554918025
1.516,7.06642190130939
1.518,7.06642811183601
1.52,7.06643418331851
1.522,7.06644011278541
1.524,7.06644589857624
1.526,7.06645154973881
1.528,7.06645706406381
1.53,7.06646244254644
1.532,7.06646769053869
1.534,7.06647280464264
1.536,7.06647779263303
1.538,7.06648264495488
1.54,7.06648737153048
1.542,7.06649197357746
1.544,7.06649645402147
1.546,7.06650081579335
1.548,7.06650505979553
1.55,7.06650918794814
1.552,7.06651320147954
1.554,7.06651710282032
1.556,7.0665208953968
1.558,7.06652458156765
1.56,7.06652816323415
1.562,7.06653164174593
1.564,7.06653502028159
1.566,7.06653830085549
1.568,7.06654148572071
1.57,7.06654457739313
1.572,7.06654757826984
1.574,7.06655049084835
1.576,7.06655331649801
1.578,7.06655605706534
1.58,7.06655871494393
1.582,7.06656129273789
1.584,7.06656379292559
1.586,7.06656621731825
1.588,7.06656856840637
1.59,7.06657084606394
1.592,7.06657305245925
1.594,7.06657518956538
1.596,7.06657726063547
1.598,7.0665792670293
1.6,7.06658121103962
1.602,7.06658309782636
1.604,7.06658492692033
1.606,7.06658669032931
1.608,7.06658839927983
1.61,7.06659006264994
1.612,7.06659167045271
1.614,7.06659322089662
1.616,7.06659471911518
1.618,7.06659617447119
1.62,7.06659758616815
1.622,7.06659895125882
1.624,7.06660027216438
1.626,7.06660154915327
1.628,7.06660278477525
1.63,7.06660398029316
1.632,7.06660513746017
1.634,7.06660625735677
1.636,7.06660734074538
1.638,7.06660838861283
1.64,7.06660940212797
1.642,7.06661038238747
1.644,7.06661133326535
1.646,7.06661225098205
1.648,7.066613136013
1.65,7.06661399204354
1.652,7.06661482121009
1.654,7.06661562393131
1.656,7.06661640027635
1.658,7.06661715071478
1.66,7.06661787608712
1.662,7.06661857850887
1.664,7.06661925620643
1.666,7.06661991134331
1.668,7.06662054481809
1.67,7.06662115742269
1.672,7.06662174956533
1.674,7.06662232404483
1.676,7.06662287432484
1.678,7.06662340826294
1.68,7.06662392703701
1.682,7.06662442858754
1.684,7.06662491219871
1.686,7.06662537876827
1.688,7.06662582966877
1.69,7.06662626574671
1.692,7.06662668723297
1.694,7.06662709502126
1.696,7.06662748886911
1.698,7.06662786939377
1.7,7.06662823742799
1.702,7.06662859294972
1.704,7.06662893650548
1.706,7.06662926843054
1.708,7.06662958926569
1.71,7.0666298993444
1.712,7.06663019896757
1.714,7.06663048823087
1.716,7.06663076796675
1.718,7.06663103806378
1.72,7.06663129985377
1.722,7.06663155251038
1.724,7.0666317958313
1.726,7.06663203104647
1.728,7.06663225871083
1.73,7.06663247884624
1.732,7.06663269116571
1.734,7.06663289708045
1.736,7.06663309563698
1.738,7.0666332869966
1.74,7.06663347187734
1.742,7.06663365071876
1.744,7.0666338236614
1.746,7.0666339907675
1.748,7.066634152168
1.75,7.06663430805715
1.752,7.06663445864446
1.754,7.06663460412603
1.756,7.06663474467902
1.758,7.06663488046889
1.76,7.06663501165644
1.762,7.06663513839255
1.764,7.06663526082926
1.766,7.06663537911121
1.768,7.06663549337793
1.77,7.06663560376747
1.772,7.06663571040663
1.774,7.06663581342689
1.776,7.06663591294837
1.778,7.06663600909133
1.78,7.06663610196625
1.782,7.0666361916866
1.784,7.06663627835727
1.786,7.06663636208405
1.788,7.06663644296669
1.79,7.06663652109911
1.792,7.06663659657454
1.794,7.06663666948445
1.796,7.06663673991653
1.798,7.06663680795289
1.8,7.06663687367406
1.802,7.06663693716262
1.804,7.0666369980489
1.806,7.06663705737636
1.808,7.06663711471346
1.81,7.06663717014045
1.812,7.06663722364373
1.814,7.06663727526616
1.816,7.06663732509235
1.818,7.06663737321226
1.82,7.06663741970082
1.822,7.06663746461398
1.824,7.06663750800136
1.826,7.06663754990971
1.828,7.06663759038896
1.83,7.06663762949254
1.832,7.06663766726141
1.834,7.06663770374529
1.836,7.06663773898734
1.838,7.06663777302917
1.84,7.06663780591177
1.842,7.06663783767519
1.844,7.0666378683562
1.846,7.06663789799251
1.848,7.0666379266193
1.85,7.06663795427189
1.852,7.06663798098211
1.854,7.06663800678267
1.856,7.06663803170507
1.858,7.06663805577863
1.86,7.06663807903189
1.862,7.06663810149202
1.864,7.0666381231884
1.866,7.06663814414599
1.868,7.06663816438886
1.87,7.06663818394086
1.872,7.0666382028292
1.874,7.06663822107222
1.876,7.06663823869622
1.878,7.06663825571733
1.88,7.06663827215808
1.882,7.06663828804026
1.884,7.06663830338184
1.886,7.0666383181987
1.888,7.06663833251171
1.89,7.06663834633823
1.892,7.0666383596908
1.894,7.06663837259045
1.896,7.06663838505137
1.898,7.06663839708589
1.9,7.06663840871103
1.902,7.06663841993907
1.904,7.06663843078514
1.906,7.06663844126178
1.908,7.0666384513812
1.91,7.06663846115565
1.912,7.06663847059759
1.914,7.06663847971707
1.916,7.06663848852634
1.918,7.06663849703513
1.92,7.06663850525369
1.922,7.0666385131926
1.924,7.06663852086076
1.926,7.06663852826744
1.928,7.06663853542138
1.93,7.06663854233302
1.932,7.06663854900704
1.934,7.06663855545452
1.936,7.06663856168159
1.938,7.06663856769687
1.94,7.06663857350913
1.942,7.06663857912123
1.944,7.06663858572301
1.946,7.06663858927096
1.948,7.06663859368273
1.95,7.06663859932276
1.952,7.06661214826701
1.954,7.06642528937349
1.956,7.06615715024836
1.958,7.06597255895863
1.96,7.06584832295974
1.962,7.06575236047574
1.964,7.06566952247779
1.966,7.06559354891592
1.968,7.06552174355111
1.97,7.0654526091245
1.972,7.06538511890603
1.974,7.06531856945406
1.976,7.06525252875385
1.978,7.06518674924077
1.98,7.06512108872876
1.982,7.06505547451823
1.984,7.06498984967784
1.986,7.06492419099196
1.988,7.06485846250577
1.99,7.06479265299696
1.992,7.06472677763151
1.994,7.06466080044882
1.996,7.06459475264079
1.998,7.06452860749307
2,7.06446237210369
2.002,7.06439603819639
2.004,7.06432962241322
2.006,7.06426311647671
2.008,7.0641965213191
2.01,7.06412983522906
2.012,7.06406304229044
2.014,7.06399619700054
2.016,7.0639292392457
2.018,7.06386218802253
2.02,7.06379506052127
2.022,7.0637278413452
2.024,7.06366038248326
2.026,7.06354685317922
2.028,7.06336461132502
2.03,7.06320736062147
2.032,7.0630794364654
2.034,7.06295627468141
2.036,7.06283141148746
2.038,7.06270439488541
2.04,7.06257583491783
2.042,7.06244601561284
2.044,7.06231527595467
2.046,7.06218381399294
2.048,7.06205179337447
2.05,7.06191937662361
2.052,7.06178664158745
2.054,7.06165372235051
2.056,7.06152057523153
2.05799999999999,7.06138727447626
2.05999999999999,7.06125381602381
2.06199999999999,7.06112022076882
2.06399999999999,7.06098646359749
2.06599999999999,7.06085256207506
2.06799999999999,7.06071853348957
2.06999999999999,7.06058436747945
2.07199999999999,7.06045006407873
2.07399999999999,7.06031563075668
2.07599999999999,7.06018107232247
2.07799999999999,7.06004635807078
2.07999999999999,7.05991152420351
2.08199999999999,7.05977655411469
2.08399999999999,7.05964144481332
2.08599999999999,7.05950620744257
2.08799999999999,7.05937083889156
2.08999999999999,7.05923533448509
2.09199999999999,7.05909969320737
2.09399999999999,7.05896391780505
2.09599999999999,7.05882799487012
2.09799999999999,7.05869197047582
2.09999999999999,7.05855577281746
2.10199999999999,7.05841948265016
2.10399999999999,7.05828302990615
2.10599999999999,7.05814644023007
2.10799999999999,7.05800973734394
2.10999999999999,7.05787287358113
2.11199999999999,7.05773589933799
2.11399999999999,7.05759873410436
2.11599999999999,7.0574615241803
2.11799999999999,7.05732413235622
2.11999999999999,7.05718657612418
2.12199999999999,7.05704895488119
2.12399999999999,7.05691115746128
2.12599999999999,7.05677322322494
2.12799999999999,7.0566351561935
2.12999999999999,7.05649696188045
2.13199999999999,7.05635862469343
2.13399999999999,7.05622015434107
2.13599999999999,7.05608153944061
2.13799999999999,7.05594280384989
2.13999999999999,7.05580395421219
2.14199999999999,7.05566494535286
2.14399999999999,7.05552580238245
2.14599999999999,7.05538651614381
2.14799999999999,7.05524710028759
2.14999999999998,7.05510755910434
2.15199999999998,7.05496788165104
2.15399999999998,7.05482806147983
2.15599999999998,7.05468810416234
2.15799999999998,7.05454801416407
2.15999999999998,7.05440779807928
2.16199999999998,7.05426743952137
2.16399999999998,7.0541269454227
2.16599999999998,7.05398632050847
2.16799999999998,7.05384555149914
2.16999999999998,7.05370464777785
2.17199999999998,7.05356361723214
2.17399999999998,7.05342245100778
2.17599999999998,7.05328114378671
2.17799999999998,7.05313970926605
2.17999999999998,7.05299813572665
2.18199999999998,7.05285644054057
2.18399999999998,7.05271459743764
2.18599999999998,7.05257261325724
2.18799999999998,7.05243048962376
2.18999999999998,7.05228824838418
2.19199999999998,7.05214586946883
2.19399999999998,7.05200334915878
2.19599999999998,7.05186068875298
2.19799999999998,7.05171788779102
2.19999999999998,7.05157497635445
2.20199999999998,7.05143193482524
2.20399999999998,7.05128873492111
2.20599999999998,7.05114540382687
2.20799999999998,7.0510019335213
2.20999999999998,7.05085833480318
2.21199999999998,7.05071458602607
2.21399999999998,7.05057071512033
2.21599999999998,7.05042671670253
2.21799999999998,7.05028258857976
2.21999999999998,7.05013832261514
2.22199999999998,7.04999394360689
2.22399999999998,7.04984935056399
2.22599999999998,7.04970468926019
2.22799999999998,7.04955983835273
2.22999999999998,7.04941489721078
2.23199999999998,7.04926982554279
2.23399999999998,7.04912458053389
2.23599999999998,7.04897923941913
2.23799999999998,7.04883376326308
2.23999999999997,7.04868817739156
2.24199999999997,7.04854236945235
2.24399999999997,7.04839651406083
2.24599999999997,7.04825044841043
2.24799999999997,7.04810427983377
2.24999999999997,7.047957987398
2.25199999999997,7.04781154789596
2.25399999999997,7.04766501510157
2.25599999999997,7.04751829314776
2.25799999999997,7.04737144723653
2.25999999999997,7.04722451130665
2.26199999999997,7.04707736311158
2.26399999999997,7.04693012293824
2.26599999999997,7.04678275690798
