"Plot64"
"Time (sec)","Velocity30 (meter/sec)"
4.97199999999967,13.3062893859303
4.97399999999967,13.2967206479898
4.97599999999967,13.2871624351228
4.97799999999967,13.2776147542699
4.97999999999967,13.2680776117173
4.98199999999967,13.2585510141925
4.98399999999967,13.2490349684547
4.98599999999967,13.239529481305
4.98799999999967,13.2300345594526
4.98999999999967,13.2205502097572
4.99199999999967,13.211076439026
4.99399999999967,13.2016132540505
4.99599999999967,13.1921606621216
4.99799999999967,13.1827186710742
4.99999999999967,13.173287287162
5.00199999999967,13.1638665167141
5.00399999999967,13.1544563671846
5.00599999999967,13.1450568449045
5.00799999999967,13.1356679570051
5.00999999999967,13.1262897103391
5.01199999999967,13.1169221117236
5.01399999999967,13.1075651681377
5.01599999999967,13.0982188865166
5.01799999999967,13.0888832736018
5.01999999999967,13.0795583365779
5.02199999999967,13.070244082656
5.02399999999967,13.0609405189222
5.02599999999967,13.0516476523705
5.02799999999967,13.0423654898609
5.02999999999967,13.0330940379491
5.03199999999967,13.0238333016862
5.03399999999967,13.0145832850725
5.03599999999967,13.0053439923475
5.03799999999967,12.9961154285371
5.03999999999967,12.9868975993615
5.04199999999967,12.9776905109523
5.04399999999967,12.9684941694196
5.04599999999967,12.9593085812291
5.04799999999967,12.9501337529365
5.04999999999967,12.9409696910757
5.05199999999967,12.9318164023647
5.05399999999967,12.9226738932454
5.05599999999967,12.913542170122
5.05799999999966,12.9044212394527
5.05999999999966,12.8953111077566
5.06199999999966,12.8862117815879
5.06399999999966,12.8771232675157
5.06599999999966,12.8680455721129
5.06799999999966,12.858978701945
5.06999999999966,12.8499226636284
5.07199999999966,12.8408774637659
5.07399999999966,12.8318431089614
5.07599999999966,12.8228196058794
5.07799999999966,12.8138069611182
5.07999999999966,12.8048051812664
5.08199999999966,12.7958142729285
5.08399999999966,12.7868342427482
5.08599999999966,12.7778650973449
5.08799999999966,12.7689068433257
5.08999999999966,12.7599594872509
5.09199999999966,12.7510230357813
5.09399999999966,12.7420974958211
5.09599999999966,12.7331828736575
5.09799999999966,12.7242791751607
5.09999999999966,12.7153864060656
5.10199999999966,12.7065045720148
5.10399999999966,12.6976336786349
5.10599999999966,12.688773731754
5.10799999999966,12.6799247374429
5.10999999999966,12.6710867016716
5.11199999999966,12.6622596305548
5.11399999999966,12.6534435301124
5.11599999999966,12.6446384063689
5.11799999999966,12.6358442654556
5.11999999999966,12.6270611133208
5.12199999999966,12.6182889562274
5.12399999999966,12.6095278004839
5.12599999999966,12.6007776523215
5.12799999999966,12.5920385179784
5.12999999999966,12.5833104035676
5.13199999999966,12.5745933152037
5.13399999999966,12.5658872590236
5.13599999999966,12.5571922412455
5.13799999999966,12.5485082680349
5.13999999999966,12.5398353455731
5.14199999999966,12.5311734800536
5.14399999999966,12.5225226776976
5.14599999999966,12.5138829446835
5.14799999999966,12.5052542872429
5.14999999999965,12.4966367116156
5.15199999999965,12.4880302240623
5.15399999999965,12.479434830939
5.15599999999965,12.4708505383214
5.15799999999965,12.462277352592
5.15999999999965,12.4537152800322
5.16199999999965,12.445164326852
5.16399999999965,12.4366244993127
5.16599999999965,12.4280958035697
5.16799999999965,12.4195782433762
5.16999999999965,12.4110718243644
5.17199999999965,12.4025765496505
5.17399999999965,12.394092422743
5.17599999999965,12.38561944821
5.17799999999965,12.3771576310084
5.17999999999965,12.3687069768373
5.18199999999965,12.360267491547
5.18399999999965,12.3518391811258
5.18599999999965,12.3434220511913
5.18799999999965,12.3350161073502
5.18999999999965,12.3266213553522
5.19199999999965,12.3182378008878
5.19399999999965,12.3098654496759
5.19599999999965,12.3015043074959
5.19799999999965,12.2931543800003
5.19999999999965,12.284815673061
5.20199999999965,12.2764881925686
5.20399999999965,12.2681719444802
5.20599999999965,12.2598669345385
5.20799999999965,12.2515731682921
5.20999999999965,12.2432906517887
5.21199999999965,12.2350193910794
5.21399999999965,12.2267593919409
5.21599999999965,12.2185106600007
5.21799999999965,12.2102732011451
5.21999999999965,12.2020470213251
5.22199999999965,12.1938321264878
5.22399999999965,12.1856285232489
5.22599999999965,12.1774362166151
5.22799999999965,12.1692552121305
5.22999999999965,12.1610855152406
5.23199999999965,12.1529271323379
5.23399999999965,12.1447800688602
5.23599999999965,12.1366443306818
5.23799999999965,12.1285199227214
5.23999999999964,12.1204068496763
5.24199999999964,12.1123051165238
5.24399999999964,12.1042147281953
5.24599999999964,12.0961356899207
5.24799999999964,12.0880680070215
5.24999999999964,12.0800116848307
5.25199999999964,12.0719667286332
5.25399999999964,12.0639331437576
5.25599999999964,12.0559109354904
5.25799999999964,12.0479001097905
5.25999999999964,12.0399006721249
5.26199999999964,12.0319126273371
5.26399999999964,12.0239359798373
5.26599999999964,12.0159707348696
5.26799999999964,12.0080168984913
5.26999999999964,12.0000744762957
5.27199999999964,11.9921434735645
5.27399999999964,11.984223895497
5.27599999999964,11.9763157475017
5.27799999999964,11.9684190349758
5.27999999999964,11.9605337633152
5.28199999999964,11.9526599378873
5.28399999999964,11.9447975640896
5.28599999999964,11.9369466474187
5.28799999999964,11.9291071933188
5.28999999999964,11.9212792072859
5.29199999999964,11.913462694444
5.29399999999964,11.9056576603078
5.29599999999964,11.8978641107539
5.29799999999964,11.8900820509038
5.29999999999964,11.8823114859119
5.30199999999964,11.8745524211817
5.30399999999964,11.8668048624225
5.30599999999964,11.8590688152137
5.30799999999964,11.8513442840372
5.30999999999964,11.843631272646
5.31199999999964,11.8359297839673
5.31399999999964,11.8282398234035
5.31599999999964,11.8205613929271
5.31799999999964,11.8128944952932
5.31999999999964,11.8052391347169
5.32199999999964,11.7975953161266
5.32399999999964,11.7899630446047
5.32599999999964,11.7823423251786
5.32799999999964,11.7747331628059
5.32999999999964,11.7671355623833
5.33199999999963,11.7595495288477
5.33399999999963,11.7519750671337
5.33599999999963,11.7444121822088
5.33799999999963,11.7368608790434
5.33999999999963,11.7293211625989
5.34199999999963,11.721793037823
5.34399999999963,11.7142765077895
5.34599999999963,11.7067715787697
5.34799999999963,11.699278256857
5.34999999999963,11.6917965471321
5.35199999999963,11.6843264542741
5.35399999999963,11.6768679830494
5.35599999999963,11.6694211383632
5.35799999999963,11.6619859251921
5.35999999999963,11.6545623485306
5.36199999999963,11.6471504133718
5.36399999999963,11.6397501253869
5.36599999999963,11.6323614888625
5.36799999999963,11.6249845085174
5.36999999999963,11.617619189399
5.37199999999963,11.6102655366461
5.37399999999963,11.6029235553699
5.37599999999963,11.5955932505285
5.37799999999963,11.5882746267991
5.37999999999963,11.5809676883245
5.38199999999963,11.5736724391552
5.38399999999963,11.566388883413
5.38599999999963,11.5591170253421
5.38799999999963,11.5518568692457
5.38999999999963,11.5446084194555
5.39199999999963,11.5373716804632
5.39399999999963,11.5301466567063
5.39599999999963,11.5229333520438
5.39799999999963,11.515731770901
5.39999999999963,11.508541918072
5.40199999999963,11.5013637985305
5.40399999999963,11.4941974170765
5.40599999999963,11.4870427780331
5.40799999999963,11.4798998855915
5.40999999999963,11.4727687440814
5.41199999999963,11.4656493579703
5.41399999999963,11.4585417318133
5.41599999999963,11.4514458700962
5.41799999999963,11.4443617773034
5.41999999999963,11.4372894579338
5.42199999999962,11.4302289165714
5.42399999999962,11.423180157153
5.42599999999962,11.416143183766
5.42799999999962,11.4091180015004
5.42999999999962,11.402104615372
5.43199999999962,11.3951030300894
5.43399999999962,11.3881132502916
5.43599999999962,11.3811352804472
5.43799999999962,11.3741691249805
5.43999999999962,11.367214788352
5.44199999999962,11.3602722750724
5.44399999999962,11.3533415893314
5.44599999999962,11.3464227359378
5.44799999999962,11.3395157196607
5.44999999999962,11.3326205451338
5.45199999999962,11.3257372168896
5.45399999999962,11.3188657390627
5.45599999999962,11.3120061145914
5.45799999999962,11.3051583456577
5.45999999999962,11.2983224340778
5.46199999999962,11.2914983815307
5.46399999999962,11.2846861918464
5.46599999999962,11.2778858691938
5.46799999999962,11.2710974175701
5.46999999999962,11.2643208408509
5.47199999999962,11.2575561429166
5.47399999999962,11.2508033277077
5.47599999999962,11.244062399221
5.47799999999962,11.2373333614938
5.47999999999962,11.2306162185735
5.48199999999962,11.2239109745146
5.48399999999962,11.2172176333786
5.48599999999962,11.2105361992338
5.48799999999962,11.2038666761543
5.48999999999962,11.1972090682192
5.49199999999962,11.1905633795117
5.49399999999962,11.1839296141204
5.49599999999962,11.1773077761367
5.49799999999962,11.1706978696549
5.49999999999962,11.1640998987732
5.50199999999962,11.1575138675947
5.50399999999962,11.1509397802265
5.50599999999962,11.1443776407756
5.50799999999962,11.1378274533575
5.50999999999962,11.1312892218863
5.51199999999961,11.1247629503821
5.51399999999961,11.1182486431362
5.51599999999961,11.1117463044388
5.51799999999961,11.1052559384812
5.51999999999961,11.0987775493959
5.52199999999961,11.0923111430492
5.52399999999961,11.0858567197651
5.52599999999961,11.0794142862755
5.52799999999961,11.0729838442623
5.52999999999961,11.0665653965822
5.53199999999961,11.0601589449646
5.53399999999961,11.0537644967031
5.53599999999961,11.0473820545225
5.53799999999961,11.0410116213679
5.53999999999961,11.0346531997271
